Framework	Avg Latency	PercentOfHighest	Latency SD	Max Latency	Errors
stream	12.9 ms	0.8%	41.0 ms	1050.0 ms	28
ringojs-conv	13.7 ms	0.9%	14.3 ms	201.2 ms	0
grails	14.3 ms	0.9%	8.8 ms	138.3 ms	0
start	14.4 ms	0.9%	45.0 ms	1210.0 ms	0
stream	15.1 ms	0.9%	38.7 ms	1060.0 ms	0
php-phalcon-micro	15.4 ms	1.0%	22.9 ms	1220.0 ms	0
yaf-raw	16.2 ms	1.0%	9.3 ms	200.5 ms	0
spring	16.5 ms	1.0%	35.9 ms	665.0 ms	0
dropwizard	16.9 ms	1.1%	60.6 ms	738.1 ms	0
bottle-mysql-raw	17.4 ms	1.1%	8.7 ms	93.6 ms	0
nodejs-mongodb	20.1 ms	1.3%	10.6 ms	70.6 ms	0
undertow	21.8 ms	1.4%	59.1 ms	239.9 ms	0
hapi-mysql	22.8 ms	1.4%	11.1 ms	79.4 ms	0
express-mongodb	22.8 ms	1.4%	10.1 ms	77.8 ms	0
aspnet-mysql-raw	23.1 ms	1.5%	11.5 ms	209.3 ms	0
play1	24.1 ms	1.5%	29.6 ms	658.2 ms	0
cpoll_cppsp-postgres	25.0 ms	1.6%	46.0 ms	135.5 ms	0
plain-windows	27.0 ms	1.7%	68.0 ms	3230.0 ms	0
tornado	30.2 ms	1.9%	8.3 ms	53.6 ms	14
http-listener	30.3 ms	1.9%	18.2 ms	139.9 ms	0
hapi	31.9 ms	2.0%	18.8 ms	120.3 ms	0
flask	31.9 ms	2.0%	11.7 ms	121.0 ms	0
play1-siena	32.9 ms	2.1%	4.4 ms	92.9 ms	0
flask-pypy	34.9 ms	2.2%	34.1 ms	564.5 ms	0
tornado-py3	35.6 ms	2.2%	8.3 ms	63.6 ms	14
aspnet-postgresql-ra	36.3 ms	2.3%	88.4 ms	3090.0 ms	0
yesod	40.0 ms	2.5%	0.9 ms	81.5 ms	0
bottle-pypy	42.4 ms	2.7%	43.5 ms	773.5 ms	0
pyramid-py3	47.8 ms	3.0%	323.5 ms	13920.0 ms	6
aspnet-mysql-entityf	48.0 ms	3.0%	28.2 ms	354.1 ms	0
bottle	55.1 ms	3.5%	19.2 ms	203.1 ms	0
servicestack	58.1 ms	3.7%	33.6 ms	137.6 ms	210
django-postgresql	58.9 ms	3.7%	22.0 ms	171.0 ms	0
sinatra-jruby	60.3 ms	3.8%	41.0 ms	728.5 ms	0
django	60.6 ms	3.8%	23.8 ms	201.1 ms	0
aspnet-postgresql-en	61.9 ms	3.9%	103.4 ms	2410.0 ms	0
nancy	63.3 ms	4.0%	67.9 ms	743.1 ms	0
snap	63.5 ms	4.0%	26.4 ms	141.4 ms	0
nancy-libevent2	63.8 ms	4.0%	46.6 ms	516.7 ms	0
bottle-py3	64.8 ms	4.1%	18.1 ms	175.9 ms	0
codeigniter-raw	66.4 ms	4.2%	74.1 ms	3800.0 ms	0
flask	66.8 ms	4.2%	24.7 ms	213.7 ms	0
django-py3	67.6 ms	4.2%	22.7 ms	218.2 ms	0
flask-pypy	69.8 ms	4.4%	76.0 ms	754.5 ms	0
rails-stripped-jruby	70.0 ms	4.4%	24.9 ms	744.8 ms	0
flask-py3	75.2 ms	4.7%	22.8 ms	226.6 ms	0
pyramid-py2	75.4 ms	4.7%	751.5 ms	13670.0 ms	7
lift-stateless	75.5 ms	4.8%	13.9 ms	746.8 ms	4
rails-jruby	83.0 ms	5.2%	16.6 ms	722.3 ms	0
treefrog	88.5 ms	5.6%	48.7 ms	326.7 ms	0
silex	108.8 ms	6.8%	111.9 ms	738.5 ms	16,220
lithium	179.7 ms	11.3%	61.6 ms	427.1 ms	0
aspnet-stripped-raw	190.4 ms	12.0%	133.4 ms	1380.0 ms	0
http-listener	215.1 ms	13.5%	167.2 ms	1490.0 ms	0
slim	221.9 ms	14.0%	182.8 ms	1160.0 ms	7,884
restexpress-mysql-ra	239.5 ms	15.1%	329.4 ms	1920.0 ms	11,018
phpixie	241.3 ms	15.2%	189.4 ms	1110.0 ms	9,000
fuel	247.7 ms	15.6%	160.0 ms	1050.0 ms	3,650
php	250.3 ms	15.7%	169.7 ms	1090.0 ms	11,694
php-phalcon	272.4 ms	17.1%	153.4 ms	1050.0 ms	12,356
silex-orm	273.4 ms	17.2%	287.3 ms	1430.0 ms	7,064
micromvc	286.4 ms	18.0%	166.5 ms	934.4 ms	11,209
laravel-raw	332.2 ms	20.9%	209.9 ms	1260.0 ms	11,851
cake	339.5 ms	21.4%	245.8 ms	1550.0 ms	3,701
symfony2-raw	469.8 ms	29.5%	480.2 ms	2100.0 ms	5,487
php-kohana-raw	473.2 ms	29.8%	672.6 ms	7710.0 ms	4,995
symfony2	475.6 ms	29.9%	472.2 ms	2280.0 ms	5,492
symfony2	560.2 ms	35.2%	562.2 ms	3070.0 ms	4,575
aspnet-mvc-mono	661.0 ms	41.6%	555.8 ms	1230.0 ms	2,197
symfony2	667.1 ms	42.0%	620.2 ms	2460.0 ms	4,566
aspnet-mvc-mono	1380.0 ms	86.8%	1460.0 ms	12650.0 ms	2,523
senthot	1590.0 ms	100.0%	1750.0 ms	4060.0 ms	0
